src_port,dst_port,protocol,packet_length,packet_count,duration,window_size,ack_count,syn_count,rst_count,psh_count,urg_count,fin_count,flow_rate,bytes_in,bytes_out,attack_type
42624,22,17,680.7078705649768,7,4.534305073828543,35289,1,0,0,1,0,0,108.7538750587134,1066.7964122262051,433.13825969390416,Normal
22191,25,17,588.1549679685544,6,8.364226897291548,16728,5,2,1,1,0,1,118.20412175267927,815.8111001269584,668.6473385395781,Normal
62923,443,17,532.8338061379156,3,16.53451466059339,61400,5,1,0,4,0,0,118.25168806505255,254.7586060065015,495.9363774542973,Normal
61630,443,6,375.26485974709874,5,1.592304931129893,5949,5,2,0,4,0,0,133.79373271387473,1905.234557278266,309.3153520280412,Normal
52770,25,17,167.51925290799443,2,5.525097511478924,61774,2,4,0,2,0,0,128.5465623423726,1592.0199588603741,669.7150579434851,Normal
29789,25,6,742.9115848217838,1,7.0127045141359,2076,1,0,0,3,0,2,86.88292173524877,1477.9614001320567,387.3306568428487,Normal
53677,22,17,502.3884907714581,6,6.083135822232459,19681,1,0,0,1,0,1,150.51453289993614,1048.1736111096848,808.854418880052,Normal
36457,22,6,680.1577122072324,2,2.096467157915155,26652,4,0,0,2,0,0,92.57165390675647,1253.0200285773833,527.4242523042924,Normal
6285,80,6,372.99821906636487,3,1.9002549510847822,6876,3,2,0,3,0,1,108.83363791905916,1164.116199164398,872.2345742036578,Normal
45525,25,6,1143.2773968541094,8,3.011366786137878,30245,6,3,0,4,0,2,107.59727267092427,1618.572880454589,588.4655722345844,Normal
16823,22,17,449.7807199629447,4,4.825469089624249,39104,1,1,2,3,0,1,142.16286044607787,1028.1562111157923,380.47369329433474,Normal
65105,80,17,520.9418582412234,5,14.126988066617393,28566,4,2,0,1,0,0,69.55112760313953,926.4718685384362,568.208188714773,Normal
5504,25,6,183.4899028106305,7,0.07218950040217315,64826,6,3,0,0,0,1,72.6678674116126,1320.7145171805605,389.3378019731628,Normal
21738,80,17,455.2695321132417,13,4.381254545647063,35816,3,2,0,3,0,1,151.92445579134227,191.99139858986825,-82.84187120441504,Normal
25215,80,6,521.4756806390125,8,2.7726280831649857,8560,3,0,0,4,0,1,87.18668353802104,1157.5346441797622,354.3285377306334,Normal
10066,443,17,524.1637464988899,6,42.61851945637073,10477,3,0,0,2,0,0,71.18749238772313,929.4445325175964,463.5596817859041,Normal
21427,25,6,449.41151472691985,2,12.726072985544729,3633,1,2,0,3,0,0,89.31995758816258,1465.370744320222,-209.4736671136311,Normal
56230,80,6,490.66714243189546,3,0.7460274681696086,56722,2,1,0,1,0,1,49.57636307343031,626.1909852347919,581.3698303507276,Normal
65304,443,6,303.1143009825641,6,1.2713305299318998,33100,4,1,0,4,0,1,126.84510064433704,1406.4041311571145,678.6939676941615,Normal
47774,22,6,313.53101773430706,5,3.6249691233569656,13865,0,2,0,1,0,2,164.41295411629164,153.97423055327965,477.1739359702835,Normal
11889,25,6,651.8501675286993,6,0.49634908603698125,12878,1,0,0,1,0,3,123.49768552136224,1825.302637848266,354.8556618570349,Normal
50377,443,17,521.0176784250395,2,8.830198281130624,55005,3,1,0,2,0,0,127.49136482089992,660.0099400483869,754.0927610755103,Normal
49133,22,6,652.7363127411418,9,0.7483030744447863,33109,2,1,0,2,0,0,104.87846870746802,1069.6751270098007,891.1061993717931,Normal
24191,22,17,480.99343408060236,7,2.7194735163371697,33324,2,1,0,0,0,1,77.87144912279683,450.35604646380455,357.4077848355486,Normal
44871,80,6,659.2894840783888,6,6.093210733283767,5154,2,0,0,7,0,0,112.27088194037485,2077.9232241795135,736.6290206885617,Normal
50351,80,6,-93.9440531216286,9,6.521816847510124,34262,1,2,1,4,0,0,102.28577264346167,1196.8677201872733,1036.1119905254045,Normal
59831,443,6,526.1423387074327,8,12.693249796859885,27101,2,0,0,4,0,0,119.29923341510693,540.8539191446082,126.41147258635601,Normal
43267,443,6,890.4928386940502,9,2.1422242034289356,18184,3,2,0,1,0,0,94.60178033847568,1354.7919238715792,292.5529976797466,Normal
30445,443,6,696.0290354024191,2,14.096342329688218,5862,3,1,0,1,0,0,59.93604119655644,418.0188085467895,283.72249186442286,Normal
35327,80,6,676.0516311283126,7,5.283819893745046,4917,2,1,0,3,0,0,96.75695973809393,191.6325874706473,588.7755415271199,Normal
24715,25,6,647.8053884236474,3,1.5124475939058692,50208,3,3,0,2,0,1,52.75397162576041,768.5490942677776,443.76326271874933,Normal
18069,80,17,341.86611508516,3,2.3038284432102354,47590,4,2,0,1,0,1,52.34490590775482,481.8366371782254,720.1988965242141,Normal
30986,22,6,449.75246112897526,3,2.5283581668070236,64136,1,0,0,1,0,1,93.86254566188727,2118.526639515222,655.7982891034719,Normal
26211,22,6,888.2932919533885,8,11.327986416396529,25317,2,1,0,0,0,0,91.56313768083693,1661.318410924291,696.693238473446,Normal
59003,443,6,1033.3650833080526,10,8.927972419802304,10527,6,1,0,2,0,1,87.61767717335353,1541.7815576104738,717.6687514974902,Normal
46391,443,17,169.14679923576296,6,11.898415492688914,8159,3,0,0,1,0,0,54.49424750475045,1868.2680001288743,565.333361749035,Normal
21363,443,17,740.6253637086138,3,27.183261924381906,36007,6,2,1,2,0,0,104.4295552161235,648.8853036684286,167.11667331735737,Normal
27471,25,6,713.949239258144,3,18.08020923574073,1015,7,1,0,2,0,0,133.263299809217,411.65119526383944,788.7952881261494,Normal
9427,80,17,403.3902405382967,0,2.6678089199706796,34190,2,1,0,1,0,0,124.22921742656473,283.66565820387314,808.2729175037663,Normal
23867,80,6,1062.587056254989,7,3.6969528108153433,34878,3,2,0,3,0,0,112.8591130828378,551.2841644460507,173.53517157111742,Normal
59101,443,6,588.2032423200753,4,1.0722547186474254,6147,2,0,0,2,0,0,93.60658737721633,116.80842723284525,459.88827472043744,Normal
62380,443,6,593.5362183675323,4,15.956171906050656,22229,3,3,0,6,0,0,146.88246355159035,200.24070812435423,934.8852378830718,Normal
64614,22,17,600.6136176518147,4,5.2320750688521915,11679,2,1,0,1,0,0,76.70370131409463,1168.0393625335673,480.44366945774107,Normal
4913,22,6,694.6378306603884,3,3.529643697243535,25940,3,1,0,3,0,1,123.62888076864864,593.8045834892132,459.650756181394,Normal
28363,80,6,842.2207618390103,4,0.8857295222244137,7527,2,1,0,3,0,0,30.799833587896913,197.61219587528103,573.4722876798327,Normal
5737,443,6,280.14890607129166,2,16.892488718762525,35334,4,2,0,2,0,0,101.20269586330666,894.9864100534463,796.4733476866837,Normal
48328,22,17,335.8188902831975,5,4.67253193680166,36095,1,2,0,3,0,1,85.54418455038564,736.5987579909533,534.2466386533952,Normal
54889,22,17,444.7243579015418,3,1.7653680190163206,43579,2,2,0,0,0,0,66.54043807762149,1066.1326539966067,258.6485210214551,Normal
41772,22,6,578.1658046256816,5,10.56236781250325,23185,4,2,0,2,0,0,90.2055212866133,622.0733805646385,206.48329519578266,Normal
32525,443,6,232.6767190792055,6,0.939071104875097,52175,3,2,0,0,0,0,143.9383805093926,44.401147310716965,796.785934765021,Normal
28701,80,6,416.52262138543983,6,4.266198383481131,25782,3,0,0,1,0,1,65.6527522708307,1371.4877554925438,767.2068739973931,Normal
12763,22,6,424.52602567885924,6,3.1281068795524005,53701,1,1,0,4,0,0,123.85838971947126,769.5745330319864,192.88957946455088,Normal
10627,443,6,686.2909975482249,4,35.87720171670166,1151,2,1,0,1,0,0,101.60356497281909,1145.1470188457363,677.0373571699354,Normal
38196,80,17,422.8669624902708,5,6.64821970202881,49365,2,0,0,0,0,3,84.64148907601039,1131.5153742115833,414.5906390401655,Normal
63594,22,17,319.84257945390686,5,23.06990378012205,62950,2,2,0,1,0,0,88.78713550096695,983.6467626138142,830.4258584602778,Normal
13015,22,6,416.74695481935953,10,10.053679713667591,39953,2,0,0,2,0,0,87.62161472389508,936.751847034954,607.7319087561868,Normal
25490,22,6,425.0245472817129,8,13.739640339806773,57747,4,1,0,0,0,0,64.46685796590738,1494.9742978482745,821.0722922536256,Normal
6547,443,17,532.398330840426,6,62.05962433857149,41540,0,2,0,1,0,3,95.69590809086806,592.7622463142886,1087.801464883435,Normal
20389,22,17,583.0513106600329,8,14.503708197244734,25496,1,1,0,2,0,1,87.59193969473424,1475.4909594627404,518.7657999873261,Normal
27780,80,6,515.8912537709855,5,14.162734797122951,16713,4,2,0,1,0,0,125.86096658749746,1443.8395575896366,225.06258744022483,Normal
14865,22,17,714.164819871681,5,16.301348348840033,33897,1,0,1,5,0,0,87.0717303239044,1475.2570811423348,580.2101953583724,Normal
34981,443,6,128.12047218302592,7,19.195067293435926,20581,3,2,0,4,0,1,81.77337787836017,655.9288390597226,225.16736764806836,Normal
32214,443,17,211.0041937071269,9,0.3488812604858782,48282,2,0,0,2,0,0,133.9431323490607,1661.9821695591584,639.9469249226235,Normal
17490,80,17,399.07663676035463,2,5.287959882933704,32403,1,1,0,2,0,0,95.00849494943759,1240.6962188892808,8.310506145504633,Normal
11192,443,17,631.5875718194446,7,5.343135959051084,41678,2,1,0,1,0,0,68.95766823878665,615.2769704009033,935.6437593568847,Normal
2741,22,17,202.14406304390576,8,20.496286891950874,1849,5,2,1,1,0,0,67.29791593781526,640.114751983713,1053.3231263491332,Normal
22943,80,17,556.6065732910791,3,13.439132577052105,33271,5,2,0,3,0,0,111.19925210684713,1075.7272689894126,779.0896677068281,Normal
34606,443,17,394.2235162968176,3,5.287998155185143,9762,2,0,0,0,0,2,122.04996996299354,1763.9432849627406,758.2999331546177,Normal
8231,22,17,639.0697583705512,5,1.6723931599196573,16083,3,1,1,1,0,0,110.87533034032518,1843.6304554565143,239.70359345052765,Normal
37129,80,6,433.79319954773945,8,8.543837286387078,4820,3,0,0,3,0,1,121.5814311511918,1047.6492259504803,90.69988366585488,Normal
60056,25,6,79.72039663938381,5,19.71996277949416,34396,5,1,0,0,0,0,123.53608712589501,943.4216201384592,881.0875817183498,Normal
61671,25,6,340.00268604938253,4,9.004256398193878,31942,3,2,1,4,0,0,75.59346078071997,550.505734659072,602.0422252635287,Normal
60843,443,17,390.23101681190917,5,14.131717122897625,44892,2,2,0,1,0,1,86.0492834469226,1253.1935437809273,4.5555493349339145,Normal
22686,22,6,681.5606578568413,8,10.30069029000612,48626,7,1,0,1,0,0,163.854033055048,869.9776177621355,117.1764387963263,Normal
34031,80,6,-146.13885312847935,2,20.95199358363734,2242,1,1,0,4,0,0,88.7341522059383,753.5538073180389,687.8177146826898,Normal
19228,80,6,588.8188171948275,3,9.276009330782607,5745,2,2,0,1,0,0,84.49215217413494,342.1069484144009,299.5035736597993,Normal
55481,80,17,678.614230242786,6,9.041063571253567,54642,2,0,1,3,0,0,63.03876199717505,1353.7412598323742,293.1456849381798,Normal
47718,443,6,354.97305492133773,4,4.152214652015386,19347,5,1,0,0,0,0,147.1486237146462,1353.3933194758245,109.55702074428496,Normal
20226,443,6,720.7652690687173,3,6.335053405514872,5593,5,2,0,3,0,1,105.03172148913876,946.5842765664697,169.19225489094867,Normal
42314,443,6,261.1580828757553,9,22.146787431052513,44518,3,1,0,3,0,0,117.85706637949251,1735.0258922424944,820.2955691567104,Normal
23603,25,6,673.7731615475608,1,2.492615618242035,47471,1,1,0,2,0,1,75.773025558186,1144.1266236654033,386.42000457875844,Normal
14429,22,17,521.6635543548937,4,14.282327132186294,45566,3,0,0,2,0,0,83.13550812702091,913.3303147458242,642.404667515899,Normal
19017,25,6,565.3650475654058,6,17.390166062423795,46097,3,0,0,3,0,0,32.90064540337853,1953.169962399025,739.7136365633174,Normal
62307,80,17,311.2543379985102,4,1.3349552829832207,34069,1,0,0,1,0,1,23.61984806135591,389.2755183014225,858.8632031790997,Normal
61875,443,6,332.1706157250852,4,1.8731818295535085,60349,5,0,0,6,0,1,31.159363550965608,1846.746637782033,878.6236042188361,Normal
50718,443,17,-178.69189116725033,7,12.400334174455157,49915,2,0,0,1,0,0,90.87788516470577,1123.854336869759,528.2260246743069,Normal
51234,22,17,510.28330501494605,5,7.802509797271053,14049,3,2,1,2,0,1,150.97968071276594,1271.1379036234955,482.70926342975565,Normal
35428,22,6,259.6684233215411,8,8.290036035900247,58795,0,1,0,2,0,1,113.16524952676087,980.6261807952894,35.264083648898236,Normal
54273,80,17,632.73738547401,7,9.69491138445175,2751,2,0,0,2,0,0,83.16941269163208,1144.2807650951138,256.1519675005179,Normal
55118,22,6,904.3284711959748,6,1.9233024489745874,57270,5,0,0,2,0,1,59.22800509333654,77.2142695916848,431.2147556547408,Normal
59908,80,17,639.9466830072217,1,16.237858890632882,7882,4,2,0,1,0,0,143.01250102642706,657.362473530807,254.4865446878104,Normal
31422,80,6,471.9756355842084,6,24.03782391459299,55533,5,2,0,2,0,0,101.15719725928761,966.2258446962367,183.01694794772675,Normal
57136,80,6,712.6482024341556,6,3.169283425984568,25611,2,0,0,2,0,1,160.14095828033146,1292.418742752377,892.9611440953131,Normal
11043,22,6,380.71838477917606,3,9.758037356726735,42957,2,3,0,2,0,0,79.52103933963633,1212.976288485147,404.3380234342833,Normal
30819,443,17,231.68496176325561,6,12.032861805220762,48379,4,1,1,5,0,0,80.39202144454987,1123.1643397571415,713.8655321649497,Normal
16322,25,6,450.2392016088553,4,24.190854518778423,21285,3,0,0,1,0,1,38.53737914658665,749.8179278606361,874.9139851662646,Normal
8699,80,17,920.5988588017258,2,35.54493787329099,28544,4,0,0,2,0,0,83.66415649195912,784.7938483846121,348.6187759426999,Normal
60156,80,17,1025.5629049388554,4,23.523227748179444,52101,1,2,0,3,0,0,112.74688312517209,462.8108753452724,464.17566296274464,Normal
60246,22,6,460.2111974176986,7,9.80405993296646,29050,1,1,0,0,0,1,172.6586644160573,1115.474346357542,228.55860346744083,Normal
6495,443,17,643.2212870882709,5,17.960109523057998,54694,1,4,0,4,0,1,117.67069238925765,1495.3518557737439,717.7335497934772,Normal
63901,80,17,426.8597486372887,4,8.33328102059346,31621,1,0,0,2,0,0,135.34204720843798,353.2261291081677,692.2136454904535,Normal
48941,443,17,251.09232094671256,9,1.4302052711738036,18968,2,0,0,1,0,0,104.48764856712057,1616.2543765907758,821.7240399307709,Normal
59499,22,17,546.1236609316798,7,29.942328177893476,4908,2,1,0,0,0,0,146.24405187334617,1101.0588246411382,232.0352956117735,Normal
28997,80,17,291.5780847390057,5,5.748575514742061,16828,2,1,0,3,0,0,53.92405987403469,1795.5542438446441,16.013318913636,Normal
4362,80,6,629.8104742438702,6,0.44497583544967806,7815,4,2,1,2,0,2,129.6823797094831,1052.6011806736626,472.87494363981136,Normal
24438,22,17,876.0683037563106,2,2.698685361687973,49733,4,0,0,0,0,0,88.42853892884776,740.9696572912308,413.5022797415838,Normal
25186,22,6,683.8198679172117,2,0.640275801689033,17986,8,0,0,1,0,0,68.46604792671496,846.7753837581247,25.739455583211452,Normal
18701,22,6,786.1356423318867,3,10.233669524722096,36654,3,2,0,3,0,0,131.15785347044724,407.16053486153703,680.1506518932015,Normal
50529,25,6,216.30064103420438,6,37.8325146466494,44460,5,3,0,1,0,0,98.87383595883274,944.676759732554,434.8031892390436,Normal
39202,22,17,976.8938289867215,4,0.6067630918506414,40312,4,1,0,2,0,2,111.0025012585679,1169.8481067015646,634.7117548895549,Normal
5368,80,6,415.3331320171677,5,11.676827200518014,38356,2,0,0,1,0,1,131.8348819712155,1134.4608540828224,602.5500271574788,Normal
19484,25,6,1174.9494651738996,5,4.0992771090564935,21367,5,1,0,3,0,0,131.22674931734323,421.01047279200293,809.2820923673366,Normal
21628,80,17,443.68882129391704,3,4.078653157427347,4472,2,4,0,6,0,0,83.83721123527118,656.217657710687,674.3586895584849,Normal
40916,22,6,750.9356298770567,3,10.717227354225297,58994,3,1,1,1,0,0,89.41107307773387,80.23637080498463,573.5486511858711,Normal
23783,80,6,484.9546545147702,9,3.06516443634334,5914,3,0,0,1,0,0,91.23225923379624,1105.8293719597002,655.6097324060574,Normal
30385,80,17,849.6898630261728,4,5.889243674275924,52283,3,1,0,5,0,0,104.66725338275671,1102.4957187471684,423.88980569369835,Normal
49914,22,17,197.93945959944125,5,3.628320048798303,38180,5,1,0,3,0,1,54.24818587948402,773.0637693800004,703.0359796604375,Normal
34801,25,17,373.7748698318485,5,7.603135928835134,64807,1,1,0,4,0,1,100.81793522903423,-163.40591466199612,828.4148211165948,Normal
12219,25,6,486.6251470959045,1,2.708892460046731,57976,3,4,0,3,0,0,114.50484105892875,2157.1651508159475,488.69928799903346,Normal
62287,80,17,654.8032658559719,3,3.235076035666216,33776,2,0,0,1,0,0,48.85469258992289,426.441022779307,683.0560255326468,Normal
43518,25,6,342.56509584289495,2,6.51391709928451,9191,1,0,0,4,0,1,89.37333106658095,657.3259483810346,32.53144072086252,Normal
48466,22,6,391.2982270774481,4,12.5831146117613,27927,3,1,0,1,0,0,104.50572511465577,1357.2829026210172,587.6991688663737,Normal
47619,80,17,310.80561592076583,5,27.075660418541347,7327,2,1,0,1,0,2,65.80206184192313,1338.507037495568,515.6884906450152,Normal
56165,22,17,531.1209687634645,4,3.289095118381316,31897,1,1,0,1,0,2,69.39551857129791,1108.3418588349432,889.9204732147414,Normal
33981,22,17,523.0551491114938,2,17.76552874509324,20307,3,0,0,1,0,1,101.52121761591023,-91.60335752384071,165.9693988925631,Normal
50986,25,6,692.1031287619847,3,0.6566142340491266,44700,4,4,0,3,0,1,78.32722006836353,668.0006371506815,498.8870548979366,Normal
2625,25,6,748.5374295469044,6,2.6998537687920936,54479,5,1,0,2,0,1,116.36831990142485,870.9313196967988,437.47263060291505,Normal
16864,22,17,604.924006332956,4,0.974610590320895,18679,2,0,0,0,0,0,130.22152383873362,476.7506394322869,416.1891202218898,Normal
64311,443,17,312.2387812422488,2,12.374656347418426,54009,4,1,0,2,0,3,113.6973946340886,949.1947230638933,473.45929946942573,Normal
33985,25,6,-70.57838871753086,7,10.114612316438832,5714,3,0,0,1,0,1,109.75230229555808,1496.8189313132318,327.5416257792059,Normal
62279,443,17,755.1127958047844,5,2.1331845181625617,14379,2,1,0,3,0,0,57.49175574221797,1718.1401253105432,608.440374803752,Normal
48721,443,6,45.18585982730593,6,16.64908721354419,47425,1,2,0,0,0,2,62.48714364878218,1625.3636599090605,569.8016122771991,Normal
8073,80,17,1038.6686021853045,5,2.325812279754121,52849,7,1,0,2,0,0,180.75259887612944,1646.0209275524362,682.3582189001094,Normal
27983,443,17,342.6677478526027,6,8.565328436281586,31449,7,1,0,1,0,0,129.61711715257772,914.5690887569598,702.2798071807044,Normal
61349,443,17,825.9277858349326,9,6.54913466236983,38743,1,2,0,4,0,1,131.59773383990776,1130.6143468971327,466.8941091113333,Normal
49374,25,17,925.3707015697626,2,2.0960008019121936,40975,3,2,0,2,0,0,79.57099492261061,819.1241695278476,512.8693851884725,Normal
33439,22,17,1161.615132327945,7,3.9469063107947506,35081,7,2,0,0,0,1,117.97093840765285,613.3902889817848,619.3129747865486,Normal
23978,80,6,26.878235238969864,4,9.691991296971864,2266,4,0,1,2,0,1,133.82433576195785,752.9378275220882,298.162648170686,Normal
5821,443,6,162.54606257397324,0,16.483005335193464,53578,2,1,0,4,0,1,158.41770215992847,858.1103671839944,539.661412677622,Normal
4522,25,6,554.756602397942,3,3.344504519981922,54116,7,0,0,2,0,1,123.76180306238027,1563.7112824230303,258.0301994589005,Normal
58416,80,6,750.5349799744326,2,5.309644843828526,35470,7,1,0,3,0,0,113.88527737209311,1286.7182459557798,472.8842828680204,Normal
40137,80,17,707.2027086755833,1,1.6821904810736283,47328,7,1,0,2,0,0,82.61978291272553,572.6919461802433,668.9592441872464,Normal
52576,25,6,793.1695531401456,4,20.04424827536347,53058,0,2,1,4,0,0,80.44945228525509,1316.7315895294062,91.08293682310278,Normal
49186,22,6,380.90114602276736,5,11.92180181790051,13216,4,1,0,1,0,0,93.8047582390035,1003.8341811603589,835.3257825440503,Normal
30755,443,6,540.6679867361593,4,13.220281704906833,8111,7,1,0,0,0,0,109.28565248696187,1679.136092651741,407.8424514148178,Normal
39226,25,6,916.9315079581388,6,13.352533789745953,58308,4,0,0,4,0,0,151.03037231610173,1741.732344698228,567.3704719077513,Normal
27314,443,17,435.45770286777395,7,3.9587989427694446,38627,3,1,1,1,0,1,98.1703544073592,1065.5729079806354,398.90032339079266,Normal
46894,443,6,327.0575872146743,4,4.356146859198081,61417,2,0,0,3,0,1,98.89440737507167,877.033383802906,333.5402729920132,Normal
36166,22,17,381.4954197322144,4,5.767942877853812,31803,0,4,0,3,0,1,92.45689742579518,934.8671811186707,289.1805266816716,Normal
27508,22,17,825.8718806131075,6,4.932490691963993,64774,4,2,0,1,1,1,109.03743679055661,936.6416621867841,612.7933812042571,Normal
41315,25,6,963.8076698758424,4,20.626183550087728,19385,3,1,0,2,0,0,98.04469699233243,488.60267349015214,388.04406393953786,Normal
29560,25,6,776.8750340487516,5,0.6715787834805178,9507,0,0,0,0,0,0,123.60863692284094,846.760130612176,852.6436354717977,Normal
44135,443,17,753.7029610043089,4,1.6657069058216611,43625,3,1,0,4,0,0,62.20035147391071,474.2546741242346,351.90467497981547,Normal
58427,80,6,1041.338147661055,5,0.8875878110752989,43436,1,1,0,1,0,0,105.8850699539864,1058.7779293795563,-127.9895835145769,Normal
30495,22,17,401.01192394869935,7,1.6044197284995012,42649,2,1,0,5,0,1,94.56589711021954,1706.788116441944,476.6644044171676,Normal
42638,443,6,174.95414120882543,5,2.6451106484298004,10486,4,1,0,2,0,0,98.10386396643287,671.198281865052,574.2325195343319,Normal
24964,443,6,653.0959296661055,2,19.30407176345445,23356,2,1,1,2,0,1,132.6593062989643,1409.9976123315976,429.85307197069926,Normal
51799,443,6,428.1936151183995,6,5.67848570939415,21664,6,2,0,0,0,0,139.39509361274042,741.3209390651118,553.7954523181876,Normal
30819,25,6,825.7077917334186,7,21.43479351892762,9358,3,0,0,1,0,0,165.81775455413333,1018.2990631131185,502.76905643070336,Normal
5674,80,17,1455.9915011835649,2,7.729278866481871,61547,2,1,0,2,0,0,105.4648286333386,822.7880659339319,554.5892952743875,Normal
56343,443,6,430.4114574258537,7,1.496084197327297,29165,5,1,0,1,0,0,88.00661162153773,144.47936917265656,366.05187814387295,Normal
21933,25,6,348.2802666181643,3,20.507688392454455,19821,1,0,0,2,0,0,124.76107865595999,2242.7040615570786,541.1555383973963,Normal
63783,22,17,502.9970876861511,5,7.242159465728272,26956,2,1,0,3,0,0,107.9877988739786,547.8775757469896,198.40665420036908,Normal
12306,443,6,487.8385022194825,7,31.199281983775165,43900,2,2,1,4,0,1,77.14243304819024,-242.4042975581101,239.31697517268606,Normal
14300,80,17,385.57103081162535,5,6.169530604157129,1411,0,3,0,2,0,0,78.86767217879758,67.54112083511393,778.9848052697321,Normal
2906,25,6,420.20874200813904,7,13.271388321991767,15993,2,2,1,2,0,0,86.30093510347406,218.16144681048524,315.63522209443727,Normal
25961,80,17,472.34821540885787,5,40.670494358695265,11342,7,2,0,2,0,2,97.1338841547947,1315.8343194275217,427.3306658593029,Normal
33915,443,6,539.9041851295505,3,9.256657376421458,63254,2,1,0,5,0,0,130.770746224238,1531.291062334899,409.41163555421446,Normal
29532,25,6,612.3626702547194,2,3.052524315781668,20446,5,1,0,2,0,0,114.57723490736275,-344.57786566864183,375.17576298451945,Normal
7727,25,17,762.5783569350822,3,7.916894260388162,18692,1,3,0,1,0,0,139.41663447743477,1520.5211023377874,780.3094181304027,Normal
55100,443,6,1042.1858988991983,8,7.34629755529414,4629,1,2,0,1,0,2,132.17261970977174,1273.3485915177755,535.6880362857157,Normal
9140,25,6,1063.2442494111629,4,28.944740870882125,58763,2,1,0,1,0,1,131.2263775104858,2092.440475870847,310.90990418134675,Normal
52516,80,6,764.6896192304825,4,3.9881550785580373,13817,4,1,0,2,0,0,94.30268025943661,1353.9589928516516,812.2166220347168,Normal
5241,80,17,357.00447077266085,3,14.008555893498238,32881,4,0,0,1,0,0,103.96121040054992,880.31361059151,-118.7031357198241,Normal
42992,443,6,453.9854062940616,7,24.20717417169668,6369,5,0,0,1,0,2,151.57155578561446,326.47166265063254,522.7487040514777,Normal
62402,25,17,658.6060952065775,5,5.085272901660499,4774,2,0,0,0,0,0,124.44731618098473,1216.9293163728778,329.96906071027405,Normal
9550,25,17,484.09080533579123,5,1.7759523425042136,5053,7,3,0,2,0,0,39.61547251283103,1465.8640912577891,595.7365645805054,Normal
7306,443,6,410.95674462027137,3,6.236828882920652,48600,5,0,0,2,0,0,76.15337496496241,723.9406773780497,668.7866176554497,Normal
33040,22,6,307.9256302798765,3,5.831249726138578,22749,3,1,0,2,0,0,60.114496622624806,1556.2917526021715,246.65276652580098,Normal
11093,80,6,735.476022513302,3,6.432013429813301,59100,1,3,0,2,0,0,89.23591462708094,276.1413808333032,479.8418996669204,Normal
3016,22,6,793.0407636689129,3,4.588855198908879,54022,4,1,0,1,0,0,118.83607337957257,234.82488063412302,761.7210766518106,Normal
15480,443,6,325.03558324718335,3,15.871811610242244,21378,4,0,0,0,0,1,152.57695661823408,1784.525068068056,503.0318338168706,Normal
42166,25,6,400.99325198456717,8,7.886467171255359,39581,3,1,0,3,0,0,27.25616699738451,873.1099248058105,277.41836639768724,Normal
63539,80,6,609.6985698343793,6,0.6091370216423635,41676,2,1,0,3,1,0,46.09970115643089,1254.156845138028,115.90615105197611,Normal
57029,25,6,409.7779485283005,5,4.842401220697187,3619,3,0,0,0,0,1,148.04646783417417,1715.8812401191185,783.0825051891925,Normal
58127,25,17,1039.7410581240717,2,17.91054921768951,28350,3,1,0,0,0,0,100.44622891745836,1248.7607142213717,580.9281467666686,Normal
47412,25,6,188.16172599448862,4,23.290610588038952,24060,6,2,0,2,0,0,99.25191649317117,946.5320605574686,326.64752614763853,Normal
49493,443,6,497.1606540966989,5,3.373335998157911,54865,0,0,0,3,0,0,126.50218551929717,1647.546119681138,186.73676622378423,Normal
41105,80,17,666.0977735185056,3,3.6897879038081287,32799,2,1,1,0,0,0,154.30035188648736,484.29801625820903,-15.022255668554749,Normal
35599,25,17,81.78303350550277,3,14.745155365664953,20838,2,2,0,3,0,0,42.88665463975455,967.1102903947693,431.31947358328995,Normal
40403,25,17,376.78452154863504,8,3.0694194843490363,15585,2,1,0,5,0,0,121.12399876389713,841.619225534655,173.36755847008328,Normal
14410,443,17,630.1557884815869,5,1.424148840012499,49391,4,3,0,3,0,2,121.06265108352565,1222.6694133806461,505.1384865075524,Normal
46325,443,6,428.4683098045592,8,22.712041009814996,63788,3,0,0,1,0,0,164.90176710391944,524.0432919210855,577.3688032627526,Normal
60356,25,6,289.4534195090997,3,3.5532458542710446,36635,4,0,0,0,0,1,54.66899712526031,745.0220113030489,1098.1476195366654,Normal
33454,25,17,258.9935303470181,5,9.700499898465267,58456,2,1,0,2,0,1,60.70348501280908,608.2432642284405,343.51930225748856,Normal
50205,22,17,463.0591099897406,8,12.885492242570624,25399,3,1,0,2,0,1,148.53725505661606,1640.339792212459,682.1118680444314,Normal
9487,22,6,754.3739280424161,2,5.253840448863971,10932,1,0,0,3,0,0,71.79051699850328,687.4859399389804,862.8509591768254,Normal
25294,80,17,213.51087871829037,4,15.890097939148227,1703,5,0,0,3,0,0,97.84946797089037,1870.9935382861995,970.0873124624704,Normal
33845,80,17,784.0718950650989,5,1.8946089926972935,44645,5,1,0,4,0,0,59.4243262677555,1189.8587037277541,803.3528560922746,Normal
15768,80,6,818.7690981216139,5,0.19639026907135415,35776,2,0,0,2,0,1,122.09038160842016,984.5941573424973,270.9547605843393,Normal
28618,25,17,864.3241495476718,5,3.660834491947887,28715,2,3,1,1,0,0,106.5863202887462,1636.048127448545,797.471824766712,Normal
25190,443,6,189.60448208154816,7,8.634865644572914,16443,5,1,0,5,0,0,92.00478373336107,1068.472205216569,541.8020423400125,Normal
